sst_monthly,Latitude,Longitude,monthly_date,Reef_Site,Data_Type,mmm_from_sst,date,anomaly,DARL_DHM
27.05810988848135,-12.0875,96.875,1999-09-01,DAR Long,Coral Core (CCI),27.641036557474692,1999 Sep,-0.5829266689933412,0
26.97714785112116,-12.0875,96.875,1999-10-01,DAR Long,Coral Core (CCI),27.641036557474692,1999 Oct,-0.6638887063535321,0
NA,NA,NA,1999-11-01,DARL,Coral Core (CCI),NA,1999 Nov,0,0
27.381958037922104,-12.0875,96.875,1999-12-01,DAR Long,Coral Core (CCI),27.641036557474692,1999 Dec,-0.2590785195525882,0
NA,NA,NA,2000-01-01,DARL,Coral Core (CCI),NA,2000 Jan,0,0
27.948692299443408,-12.0875,96.875,2000-02-01,DAR Long,Coral Core (CCI),27.641036557474692,2000 Feb,0.30765574196871626,0.30765574196871626
28.02965433680359,-12.0875,96.875,2000-03-01,DAR Long,Coral Core (CCI),27.641036557474692,2000 Mar,0.3886177793288965,0.6962735212976128
28.02965433680359,-12.0875,96.875,2000-04-01,DAR Long,Coral Core (CCI),27.641036557474692,2000 Apr,0.3886177793288965,1.0848913006265093
28.02965433680359,-12.0875,96.875,2000-05-01,DAR Long,Coral Core (CCI),27.641036557474692,2000 May,0.3886177793288965,1.4735090799554058
27.786768224723033,-12.0875,96.875,2000-06-01,DAR Long,Coral Core (CCI),27.641036557474692,2000 Jun,0.14573166724834152,1.6192407472037473
27.624844150002644,-12.0875,96.875,2000-07-01,DAR Long,Coral Core (CCI),27.641036557474692,2000 Jul,-0.01619240747204742,0
27.70580618736284,-12.0875,96.875,2000-08-01,DAR Long,Coral Core (CCI),27.641036557474692,2000 Aug,0.06476962988814705,0.06476962988814705
27.786768224723033,-12.0875,96.875,2000-09-01,DAR Long,Coral Core (CCI),27.641036557474692,2000 Sep,0.14573166724834152,0.21050129713648857
27.70580618736284,-12.0875,96.875,2000-10-01,DAR Long,Coral Core (CCI),27.641036557474692,2000 Oct,0.06476962988814705,0.2752709270246356
27.786768224723033,-12.0875,96.875,2000-11-01,DAR Long,Coral Core (CCI),27.641036557474692,2000 Nov,0.14573166724834152,0.42100259427297715
27.948692299443408,-12.0875,96.875,2000-12-01,DAR Long,Coral Core (CCI),27.641036557474692,2000 Dec,0.30765574196871626,0.7286583362416934
27.948692299443408,-12.0875,96.875,2001-01-01,DAR Long,Coral Core (CCI),27.641036557474692,2001 Jan,0.30765574196871626,1.0363140782104097
